,Student Roll Number,Student Name,No. of Courses Required,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15,Pref 16,Pref 17,Pref 18,Pref 19,Pref 20,Pref 21,Pref 22,Pref 23,Pref 24,Pref 25,Pref 26,Pref 27,Pref 28,Pref 29,Pref 30
856,20110107, ,3,HS011,HS012,HS013,HS009,HS015,HS017,HS022,HS025,HS023,HS006,HS021,HS024,HS003,HS029,HS005,HS030,HS002,HS001,HS026,HS016,HS004,HS007,HS008,HS010,HS014,HS018,HS019,HS020,HS027,HS028
857,20110108, ,1,HS013,HS001,HS022,HS025,HS002,HS012,HS017,HS006,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS023,HS024,HS026,HS027,HS028,HS029,HS030
858,20110109, ,3,HS001,HS010,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
859,20110110, ,3,HS008,HS023,HS026,HS018,HS010,HS003,HS007,HS017,HS004,HS005,HS009,HS024,HS012,HS022,HS027,HS019,HS013,HS001,HS002,HS006,HS011,HS014,HS015,HS016,HS020,HS021,HS025,HS028,HS029,HS030
860,20110111, ,3,HS027,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
861,20110112, ,3,HS010,HS020,HS003,HS026,HS028,HS012,HS021,HS013,HS018,HS023,HS027,HS025,HS007,HS017,HS024,HS019,HS006,HS005,HS014,HS001,HS002,HS004,HS008,HS009,HS011,HS015,HS016,HS022,HS029,HS030
862,20110113, ,2,HS015,HS027,HS010,HS013,HS011,HS020,HS024,HS026,HS023,HS018,HS006,HS025,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS009,HS012,HS014,HS016,HS017,HS019,HS021,HS022,HS028,HS029,HS030
863,20110114, ,1,HS022,HS016,HS013,HS030,HS001,HS010,HS007,HS019,HS014,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS012,HS015,HS017,HS018,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029
864,20110115, ,3,HS027,HS012,HS028,HS020,HS006,HS018,HS019,HS010,HS016,HS013,HS030,HS004,HS029,HS009,HS023,HS001,HS005,HS007,HS015,HS014,HS011,HS022,HS025,HS017,HS021,HS002,HS003,HS008,HS024,HS026
865,20110116, ,3,HS005,HS017,HS021,HS016,HS002,HS003,HS025,HS019,HS027,HS011,HS007,HS022,HS018,HS004,HS001,HS006,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS020,HS023,HS024,HS026,HS028,HS029,HS030
866,20110117, ,1,HS005,HS027,HS029,HS015,HS011,HS022,HS021,HS009,HS004,HS025,HS020,HS030,HS010,HS023,HS018,HS002,HS003,HS014,HS008,HS013,HS016,HS017,HS001,HS019,HS006,HS007,HS012,HS024,HS026,HS028
867,20110118, ,1,HS014,HS030,HS009,HS024,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029
868,20110119, ,2,HS030,HS017,HS003,HS020,HS007,HS022,HS029,HS021,HS009,HS015,HS023,HS001,HS002,HS004,HS005,HS006,HS008,HS010,HS011,HS012,HS013,HS014,HS016,HS018,HS019,HS024,HS025,HS026,HS027,HS028
869,20110120, ,2,HS008,HS007,HS030,HS027,HS010,HS005,HS020,HS001,HS021,HS002,HS003,HS004,HS006,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS022,HS023,HS024,HS025,HS026,HS028,HS029
870,20110121, ,3,HS006,HS029,HS026,HS003,HS001,HS002,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS030
871,20110122, ,1,HS013,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
872,20110123, ,1,HS029,HS021,HS003,HS023,HS008,HS001,HS017,HS024,HS016,HS010,HS005,HS006,HS011,HS028,HS030,HS002,HS004,HS009,HS013,HS025,HS022,HS007,HS012,HS014,HS015,HS018,HS019,HS020,HS026,HS027
873,20110124, ,2,HS024,HS017,HS011,HS004,HS001,HS002,HS028,HS030,HS023,HS025,HS008,HS003,HS005,HS006,HS007,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS026,HS027,HS029
874,20110125, ,1,HS010,HS008,HS006,HS011,HS002,HS020,HS026,HS014,HS018,HS019,HS017,HS024,HS001,HS003,HS004,HS005,HS007,HS009,HS012,HS013,HS015,HS016,HS021,HS022,HS023,HS025,HS027,HS028,HS029,HS030
875,20110126, ,1,HS016,HS011,HS025,HS022,HS004,HS029,HS023,HS021,HS002,HS006,HS001,HS014,HS009,HS026,HS013,HS019,HS028,HS030,HS003,HS027,HS008,HS015,HS005,HS007,HS010,HS012,HS017,HS018,HS020,HS024
876,20110127, ,1,HS009,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
877,20110128, ,2,HS028,HS024,HS019,HS008,HS005,HS015,HS021,HS022,HS010,HS002,HS011,HS001,HS003,HS004,HS006,HS007,HS009,HS012,HS013,HS014,HS016,HS017,HS018,HS020,HS023,HS025,HS026,HS027,HS029,HS030
878,20110129, ,1,HS006,HS019,HS029,HS004,HS012,HS026,HS010,HS021,HS007,HS005,HS013,HS020,HS015,HS002,HS024,HS014,HS001,HS003,HS008,HS009,HS011,HS016,HS017,HS018,HS022,HS023,HS025,HS027,HS028,HS030
879,20110130, ,2,HS011,HS026,HS007,HS021,HS028,HS024,HS010,HS001,HS006,HS022,HS017,HS025,HS030,HS016,HS003,HS002,HS018,HS015,HS019,HS013,HS029,HS009,HS012,HS027,HS008,HS020,HS004,HS005,HS014,HS023
880,20110131, ,3,HS028,HS003,HS015,HS010,HS009,HS026,HS004,HS001,HS002,HS005,HS006,HS007,HS008,HS011,HS012,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS029,HS030
881,20110132, ,2,HS030,HS020,HS010,HS029,HS026,HS022,HS011,HS012,HS018,HS002,HS005,HS009,HS025,HS001,HS004,HS027,HS016,HS007,HS006,HS024,HS023,HS013,HS003,HS008,HS014,HS015,HS017,HS019,HS021,HS028
882,20110133, ,2,HS022,HS012,HS027,HS007,HS002,HS016,HS011,HS006,HS026,HS010,HS018,HS028,HS024,HS029,HS008,HS004,HS025,HS005,HS013,HS014,HS015,HS030,HS003,HS001,HS009,HS017,HS019,HS020,HS021,HS023
883,20110134, ,2,HS027,HS008,HS001,HS025,HS028,HS010,HS022,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS026,HS029,HS030
884,20110135, ,1,HS003,HS029,HS002,HS005,HS017,HS011,HS023,HS001,HS004,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS030
885,20110136, ,1,HS009,HS028,HS014,HS024,HS013,HS017,HS021,HS007,HS019,HS001,HS006,HS008,HS030,HS002,HS003,HS004,HS005,HS010,HS011,HS012,HS015,HS016,HS018,HS020,HS022,HS023,HS025,HS026,HS027,HS029
886,20110137, ,1,HS017,HS020,HS008,HS025,HS007,HS006,HS028,HS026,HS012,HS014,HS022,HS013,HS024,HS003,HS001,HS002,HS004,HS005,HS009,HS010,HS011,HS015,HS016,HS018,HS019,HS021,HS023,HS027,HS029,HS030
887,20110138, ,3,HS014,HS007,HS027,HS015,HS024,HS002,HS017,HS025,HS012,HS011,HS008,HS021,HS006,HS019,HS001,HS003,HS004,HS005,HS009,HS010,HS013,HS016,HS018,HS020,HS022,HS023,HS026,HS028,HS029,HS030
888,20110139, ,3,HS008,HS022,HS002,HS026,HS007,HS006,HS004,HS013,HS023,HS021,HS014,HS025,HS015,HS016,HS020,HS018,HS009,HS010,HS024,HS012,HS019,HS003,HS011,HS017,HS001,HS005,HS030,HS027,HS028,HS029
889,20110140, ,2,HS005,HS004,HS010,HS017,HS014,HS019,HS001,HS002,HS003,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS015,HS016,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
890,20110141, ,1,HS007,HS018,HS006,HS010,HS005,HS022,HS013,HS008,HS016,HS021,HS011,HS012,HS014,HS002,HS029,HS004,HS003,HS026,HS028,HS017,HS025,HS009,HS027,HS019,HS030,HS023,HS015,HS001,HS020,HS024
891,20110142, ,1,HS020,HS011,HS002,HS025,HS003,HS016,HS014,HS022,HS026,HS018,HS021,HS017,HS024,HS030,HS028,HS013,HS006,HS007,HS008,HS009,HS023,HS019,HS004,HS010,HS001,HS005,HS012,HS015,HS027,HS029
892,20110143, ,1,HS009,HS022,HS005,HS011,HS007,HS021,HS019,HS016,HS001,HS024,HS002,HS003,HS004,HS006,HS008,HS010,HS012,HS013,HS014,HS015,HS017,HS018,HS020,HS023,HS025,HS026,HS027,HS028,HS029,HS030
893,20110144, ,2,HS029,HS027,HS023,HS018,HS020,HS030,HS012,HS024,HS025,HS003,HS004,HS007,HS014,HS001,HS002,HS005,HS006,HS008,HS009,HS010,HS011,HS013,HS015,HS016,HS017,HS019,HS021,HS022,HS026,HS028
894,20110145, ,1,HS029,HS020,HS006,HS024,HS016,HS017,HS011,HS001,HS004,HS015,HS009,HS018,HS013,HS014,HS005,HS028,HS003,HS027,HS010,HS007,HS002,HS026,HS025,HS019,HS022,HS008,HS012,HS021,HS023,HS030
895,20110146, ,2,HS028,HS024,HS029,HS001,HS014,HS013,HS019,HS017,HS005,HS018,HS011,HS023,HS022,HS016,HS004,HS015,HS027,HS006,HS003,HS025,HS007,HS030,HS002,HS008,HS009,HS010,HS012,HS020,HS021,HS026
896,20110147, ,2,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
897,20110148, ,2,HS027,HS014,HS015,HS007,HS006,HS013,HS001,HS009,HS003,HS018,HS010,HS025,HS011,HS008,HS002,HS004,HS023,HS020,HS021,HS005,HS012,HS016,HS017,HS019,HS022,HS024,HS026,HS028,HS029,HS030
898,20110149, ,2,HS024,HS012,HS021,HS025,HS010,HS001,HS009,HS028,HS017,HS014,HS019,HS022,HS030,HS027,HS003,HS008,HS005,HS002,HS018,HS007,HS016,HS004,HS006,HS011,HS013,HS015,HS020,HS023,HS026,HS029
899,20110150, ,1,HS023,HS002,HS025,HS004,HS028,HS010,HS001,HS027,HS015,HS014,HS013,HS020,HS009,HS012,HS011,HS007,HS022,HS026,HS017,HS030,HS021,HS018,HS016,HS006,HS008,HS019,HS024,HS003,HS005,HS029
900,20110151, ,1,HS012,HS027,HS014,HS024,HS009,HS018,HS015,HS030,HS016,HS022,HS002,HS029,HS023,HS010,HS028,HS003,HS013,HS004,HS021,HS001,HS005,HS006,HS007,HS008,HS011,HS017,HS019,HS020,HS025,HS026
901,20110152, ,1,HS030,HS001,HS011,HS019,HS010,HS017,HS007,HS009,HS027,HS006,HS021,HS014,HS023,HS005,HS012,HS028,HS022,HS002,HS025,HS029,HS013,HS024,HS008,HS020,HS026,HS004,HS003,HS015,HS016,HS018
902,20110153, ,2,HS001,HS013,HS021,HS023,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS024,HS025,HS026,HS027,HS028,HS029,HS030
903,20110154, ,1,HS028,HS023,HS016,HS021,HS006,HS003,HS005,HS018,HS009,HS002,HS022,HS029,HS001,HS030,HS015,HS027,HS011,HS007,HS019,HS008,HS014,HS026,HS004,HS020,HS012,HS010,HS013,HS024,HS025,HS017
904,20110155, ,1,HS019,HS018,HS005,HS012,HS028,HS015,HS003,HS022,HS002,HS007,HS023,HS001,HS030,HS025,HS020,HS006,HS027,HS024,HS009,HS016,HS008,HS004,HS010,HS029,HS013,HS014,HS011,HS017,HS021,HS026
905,20110156, ,2,HS013,HS023,HS016,HS012,HS009,HS004,HS024,HS002,HS020,HS030,HS029,HS011,HS014,HS001,HS003,HS005,HS006,HS007,HS008,HS010,HS015,HS017,HS018,HS019,HS021,HS022,HS025,HS026,HS027,HS028
906,20110157, ,2,HS003,HS011,HS016,HS017,HS025,HS019,HS012,HS006,HS002,HS020,HS001,HS023,HS022,HS015,HS004,HS005,HS007,HS008,HS009,HS010,HS013,HS014,HS018,HS021,HS024,HS026,HS027,HS028,HS029,HS030
907,20110158, ,3,HS023,HS019,HS027,HS011,HS024,HS026,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS020,HS021,HS022,HS025,HS028,HS029,HS030
908,20110159, ,2,HS002,HS023,HS008,HS009,HS029,HS006,HS030,HS025,HS021,HS013,HS011,HS028,HS015,HS016,HS012,HS004,HS024,HS005,HS026,HS014,HS018,HS027,HS007,HS001,HS003,HS010,HS017,HS019,HS020,HS022
909,20110160, ,1,HS018,HS021,HS030,HS005,HS006,HS019,HS003,HS026,HS020,HS007,HS029,HS011,HS010,HS022,HS016,HS001,HS013,HS012,HS024,HS015,HS009,HS008,HS023,HS028,HS002,HS004,HS014,HS017,HS025,HS027
910,20110161, ,1,HS003,HS020,HS011,HS028,HS021,HS004,HS026,HS017,HS013,HS007,HS019,HS029,HS006,HS009,HS008,HS027,HS025,HS001,HS002,HS005,HS010,HS012,HS014,HS015,HS016,HS018,HS022,HS023,HS024,HS030
911,20110162, ,3,HS008,HS024,HS005,HS016,HS030,HS027,HS015,HS017,HS028,HS019,HS026,HS010,HS023,HS007,HS001,HS002,HS003,HS004,HS006,HS009,HS011,HS012,HS013,HS014,HS018,HS020,HS021,HS022,HS025,HS029
912,20110163, ,3,HS001,HS009,HS011,HS004,HS027,HS023,HS005,HS003,HS019,HS026,HS007,HS014,HS015,HS020,HS012,HS016,HS024,HS025,HS029,HS022,HS030,HS017,HS002,HS021,HS013,HS010,HS006,HS018,HS008,HS028
913,20110164, ,3,HS022,HS030,HS008,HS018,HS014,HS029,HS003,HS002,HS001,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028
914,20110165, ,2,HS020,HS017,HS013,HS026,HS006,HS030,HS009,HS019,HS008,HS012,HS002,HS014,HS015,HS021,HS010,HS001,HS005,HS022,HS029,HS004,HS016,HS007,HS018,HS003,HS011,HS023,HS024,HS025,HS027,HS028
915,20110166, ,3,HS017,HS007,HS016,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
916,20110167, ,3,HS006,HS024,HS001,HS002,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
917,20110168, ,1,HS026,HS011,HS014,HS023,HS013,HS004,HS030,HS001,HS016,HS019,HS022,HS029,HS002,HS005,HS028,HS008,HS012,HS025,HS021,HS017,HS015,HS003,HS010,HS020,HS006,HS007,HS009,HS018,HS024,HS027
918,20110169, ,3,HS025,HS028,HS010,HS005,HS011,HS009,HS001,HS026,HS013,HS007,HS024,HS015,HS020,HS002,HS003,HS004,HS006,HS008,HS012,HS014,HS016,HS017,HS018,HS019,HS021,HS022,HS023,HS027,HS029,HS030
919,20110170, ,3,HS026,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
920,20110171, ,3,HS010,HS004,HS020,HS012,HS025,HS013,HS026,HS001,HS027,HS008,HS002,HS011,HS005,HS029,HS028,HS007,HS023,HS015,HS003,HS006,HS009,HS014,HS016,HS017,HS018,HS019,HS021,HS022,HS024,HS030
921,20110172, ,1,HS008,HS026,HS012,HS014,HS001,HS021,HS005,HS015,HS002,HS003,HS004,HS006,HS007,HS009,HS010,HS011,HS013,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
922,20110173, ,3,HS027,HS009,HS014,HS029,HS016,HS007,HS010,HS003,HS019,HS026,HS025,HS015,HS022,HS005,HS012,HS020,HS030,HS002,HS023,HS017,HS028,HS011,HS001,HS004,HS006,HS008,HS013,HS018,HS021,HS024
923,20110174, ,3,HS008,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
924,20110175, ,1,HS015,HS010,HS022,HS021,HS026,HS020,HS011,HS029,HS028,HS007,HS006,HS017,HS023,HS016,HS012,HS004,HS027,HS008,HS024,HS019,HS014,HS001,HS002,HS003,HS005,HS009,HS013,HS018,HS025,HS030
925,20110176, ,1,HS010,HS014,HS012,HS015,HS016,HS027,HS029,HS023,HS001,HS030,HS018,HS009,HS008,HS011,HS021,HS022,HS020,HS007,HS013,HS017,HS005,HS028,HS019,HS025,HS003,HS002,HS004,HS006,HS024,HS026
926,20110177, ,1,HS020,HS030,HS026,HS002,HS016,HS023,HS021,HS011,HS001,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS022,HS024,HS025,HS027,HS028,HS029
927,20110178, ,1,HS008,HS028,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS029,HS030
928,20110179, ,1,HS025,HS027,HS029,HS008,HS010,HS005,HS007,HS012,HS030,HS004,HS014,HS011,HS024,HS018,HS019,HS013,HS028,HS016,HS001,HS022,HS021,HS009,HS017,HS006,HS002,HS003,HS015,HS020,HS023,HS026
929,20110180, ,3,HS024,HS004,HS015,HS003,HS008,HS027,HS009,HS017,HS030,HS006,HS026,HS010,HS014,HS023,HS022,HS013,HS025,HS011,HS007,HS029,HS016,HS021,HS018,HS020,HS028,HS005,HS012,HS002,HS019,HS001
930,20110181, ,2,HS025,HS021,HS023,HS002,HS011,HS001,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS024,HS026,HS027,HS028,HS029,HS030
931,20110182, ,2,HS012,HS021,HS030,HS001,HS011,HS014,HS008,HS019,HS010,HS027,HS013,HS006,HS020,HS009,HS022,HS025,HS005,HS016,HS018,HS003,HS007,HS015,HS002,HS024,HS004,HS017,HS023,HS026,HS028,HS029
932,20110183, ,1,HS007,HS012,HS011,HS030,HS010,HS023,HS014,HS029,HS006,HS003,HS001,HS020,HS005,HS026,HS018,HS027,HS008,HS013,HS004,HS002,HS009,HS015,HS016,HS017,HS019,HS021,HS022,HS024,HS025,HS028
933,20110184, ,1,HS012,HS019,HS020,HS026,HS028,HS017,HS011,HS029,HS004,HS015,HS023,HS022,HS018,HS025,HS001,HS008,HS030,HS002,HS013,HS005,HS010,HS024,HS021,HS009,HS016,HS006,HS003,HS007,HS014,HS027
934,20110185, ,3,HS002,HS022,HS025,HS011,HS023,HS001,HS028,HS007,HS024,HS027,HS013,HS019,HS029,HS026,HS030,HS018,HS003,HS016,HS012,HS004,HS005,HS006,HS008,HS009,HS010,HS014,HS015,HS017,HS020,HS021
935,20110186, ,1,HS007,HS016,HS013,HS017,HS021,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS014,HS015,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
936,20110187, ,2,HS005,HS008,HS014,HS024,HS027,HS023,HS015,HS025,HS026,HS021,HS029,HS013,HS016,HS012,HS004,HS002,HS009,HS003,HS020,HS030,HS001,HS006,HS007,HS010,HS011,HS017,HS018,HS019,HS022,HS028
937,20110188, ,2,HS008,HS017,HS021,HS015,HS004,HS024,HS012,HS026,HS027,HS029,HS028,HS010,HS009,HS013,HS001,HS002,HS003,HS005,HS006,HS007,HS011,HS014,HS016,HS018,HS019,HS020,HS022,HS023,HS025,HS030
938,20110189, ,3,HS030,HS019,HS025,HS007,HS016,HS009,HS008,HS021,HS015,HS026,HS011,HS006,HS002,HS005,HS001,HS029,HS010,HS014,HS028,HS023,HS004,HS027,HS020,HS022,HS018,HS017,HS024,HS013,HS003,HS012
939,20110190, ,2,HS014,HS027,HS006,HS023,HS026,HS013,HS028,HS001,HS019,HS020,HS002,HS016,HS018,HS011,HS015,HS030,HS008,HS017,HS003,HS004,HS005,HS007,HS009,HS010,HS012,HS021,HS022,HS024,HS025,HS029
940,20110191, ,2,HS022,HS005,HS009,HS029,HS019,HS008,HS006,HS010,HS004,HS014,HS003,HS002,HS001,HS016,HS012,HS024,HS021,HS020,HS017,HS015,HS023,HS018,HS026,HS025,HS007,HS011,HS013,HS027,HS028,HS030
941,20110192, ,2,HS019,HS024,HS014,HS012,HS021,HS016,HS017,HS029,HS018,HS011,HS028,HS023,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS013,HS015,HS020,HS022,HS025,HS026,HS027,HS030
942,20110193, ,3,HS018,HS029,HS023,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS030
943,20110194, ,1,HS028,HS012,HS011,HS015,HS024,HS029,HS016,HS009,HS010,HS022,HS020,HS017,HS026,HS008,HS003,HS023,HS030,HS013,HS004,HS002,HS018,HS006,HS001,HS019,HS014,HS005,HS007,HS021,HS025,HS027
944,20110195, ,3,HS011,HS003,HS030,HS010,HS025,HS005,HS027,HS002,HS018,HS026,HS009,HS023,HS029,HS017,HS022,HS006,HS024,HS007,HS013,HS014,HS020,HS004,HS019,HS008,HS016,HS012,HS015,HS021,HS001,HS028
945,20110196, ,3,HS024,HS012,HS001,HS021,HS019,HS030,HS013,HS016,HS005,HS011,HS028,HS023,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS014,HS015,HS017,HS018,HS020,HS022,HS025,HS026,HS027,HS029
946,20110197, ,2,HS003,HS024,HS020,HS001,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
947,20110198, ,1,HS026,HS004,HS008,HS002,HS006,HS001,HS003,HS005,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
948,20110199, ,3,HS015,HS028,HS018,HS026,HS020,HS024,HS003,HS007,HS027,HS004,HS014,HS023,HS021,HS008,HS022,HS005,HS016,HS010,HS029,HS001,HS012,HS009,HS013,HS002,HS017,HS006,HS011,HS019,HS025,HS030
949,20110200, ,2,HS029,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS030
950,20110201, ,1,HS005,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
951,20110202, ,2,HS015,HS003,HS022,HS023,HS009,HS008,HS029,HS004,HS010,HS013,HS024,HS005,HS016,HS017,HS021,HS026,HS027,HS012,HS028,HS019,HS014,HS018,HS001,HS002,HS006,HS007,HS011,HS020,HS025,HS030
952,20110203, ,3,HS009,HS027,HS016,HS013,HS004,HS015,HS012,HS007,HS019,HS008,HS029,HS024,HS003,HS014,HS011,HS002,HS010,HS025,HS023,HS021,HS001,HS005,HS006,HS017,HS018,HS020,HS022,HS026,HS028,HS030
953,20110204, ,2,HS025,HS007,HS010,HS004,HS003,HS015,HS028,HS011,HS018,HS012,HS020,HS017,HS027,HS019,HS001,HS002,HS005,HS006,HS008,HS009,HS013,HS014,HS016,HS021,HS022,HS023,HS024,HS026,HS029,HS030
954,20110205, ,3,HS022,HS009,HS025,HS029,HS017,HS023,HS024,HS018,HS013,HS027,HS007,HS003,HS001,HS028,HS002,HS004,HS005,HS006,HS008,HS010,HS011,HS012,HS014,HS015,HS016,HS019,HS020,HS021,HS026,HS030
955,20110206, ,2,HS007,HS004,HS011,HS025,HS027,HS015,HS018,HS017,HS012,HS028,HS026,HS022,HS023,HS001,HS002,HS003,HS005,HS006,HS008,HS009,HS010,HS013,HS014,HS016,HS019,HS020,HS021,HS024,HS029,HS030
956,20110207, ,3,HS007,HS027,HS015,HS026,HS003,HS001,HS008,HS014,HS028,HS005,HS024,HS029,HS020,HS030,HS021,HS018,HS012,HS002,HS004,HS006,HS009,HS010,HS011,HS013,HS016,HS017,HS019,HS022,HS023,HS025
957,20110208, ,1,HS025,HS015,HS003,HS030,HS012,HS001,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS027,HS028,HS029
958,20110209, ,3,HS012,HS016,HS002,HS020,HS009,HS024,HS018,HS004,HS008,HS029,HS013,HS028,HS022,HS023,HS010,HS021,HS007,HS003,HS027,HS001,HS025,HS015,HS026,HS030,HS011,HS017,HS005,HS006,HS014,HS019
959,20110210, ,2,HS007,HS023,HS020,HS010,HS006,HS003,HS001,HS002,HS004,HS005,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029,HS030
960,20110211, ,2,HS003,HS023,HS002,HS026,HS016,HS014,HS010,HS022,HS024,HS004,HS029,HS006,HS018,HS013,HS007,HS019,HS001,HS008,HS020,HS012,HS009,HS017,HS005,HS011,HS015,HS021,HS025,HS027,HS028,HS030
961,20110212, ,1,HS007,HS014,HS006,HS001,HS013,HS021,HS010,HS024,HS019,HS025,HS022,HS029,HS004,HS016,HS027,HS002,HS003,HS005,HS008,HS009,HS011,HS012,HS015,HS017,HS018,HS020,HS023,HS026,HS028,HS030
